ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1792622,MapQuest,201,2,2018-07-26 19:24:56,2018-07-26 19:54:48,29.697828,-95.277809,NA,NA,0,Accident on Broadway St at Concord St.,NA,Concord St,R,Houston,Harris,TX,77017,US,US/Central,KHOU,2018-07-26 19:53:00,91.9,NA,44,29.94,10,East,8.1,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1893570,MapQuest,201,2,2018-05-16 15:24:59,2018-05-16 16:09:35,28.811258,-81.337669,NA,NA,0,2 left lane blocked due to accident on FL-46 Eastbound at I-4 Exits 101B-A 101C.,NA,I-4 E,R,Sanford,Seminole,FL,32771,US,US/Eastern,KSFB,2018-05-16 15:53:00,82.9,NA,67,29.89,10,ESE,17.3,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1852018,MapQuest,201,2,2018-06-27 07:58:13,2018-06-27 08:28:01,38.563122,-90.29586,NA,NA,0,Accident on River des Peres Blvd at MO-30 Gravois Ave.,7298,River des Peres Blvd,L,Saint Louis,St. Louis City,MO,63109,US,US/Central,KCPS,2018-06-27 07:53:00,71.1,NA,90,29.89,10,South,4.6,NA,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1863412,MapQuest,201,2,2018-05-02 16:00:33,2018-05-02 16:59:39,40.95245,-73.872154,NA,NA,0,Right hand shoulder blocked due to accident on Saw Mill River Pkwy Northbound after Exit 7 Rossiter Ave.,NA,Saw Mill River Pkwy N,R,Yonkers,Westchester,NY,10701,US,US/Eastern,KLGA,2018-05-02 15:51:00,89.1,NA,12,29.97,10,WSW,20.7,NA,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2353795,MapQuest,241,3,2017-09-05 09:09:34,2017-09-05 09:39:07,31.744219,-106.331902,NA,NA,0,One lane blocked due to accident on I-10 Westbound at Exit 29 Lomaland Dr.,NA,I-10 E,R,El Paso,El Paso,TX,79907,US,US/Mountain,KELP,2017-09-05 08:51:00,75.9,NA,40,29.98,10,North,5.8,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-564667,MapQuest,245,3,2020-06-08 06:55:38,2020-06-08 08:10:17,30.740711,-88.108078,NA,NA,0,Two lanes blocked due to accident on I-65 Southbound after Exit 8 US-45.,NA,I-65 S,R,Mobile,Mobile,AL,36612,US,US/Central,KBFM,2020-06-08 06:53:00,82,82,88,29.67,10,S,18,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3131797,Bing,NA,2,2019-09-22 08:05:00,2019-09-22 09:03:10,34.04513,-118.260314,34.04513,-118.260314,0,At W 8th St - Accident.,896, S Hope St,L,Los Angeles,Los Angeles,CA,90017-4612,US,US/Pacific,KCQT,2019-09-22 07:52:00,69,69,68,29.66,10,CALM,0,0,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2444554,MapQuest,222,2,2017-08-15 17:13:35,2017-08-15 17:42:57,41.6147,-93.718506,NA,NA,0,Queueing traffic due to accident on 73rd St both ways at US-6 Hickman Rd.,NA,73rd St,R,Urbandale,Polk,IA,50322,US,US/Central,KDSM,2017-08-15 17:13:00,75.9,NA,82,29.87,10,NE,6.9,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1483061,MapQuest,201,2,2018-12-27 09:33:57,2018-12-27 10:33:43,34.1511,-80.816307,NA,NA,0,Accident on Steven Campbell Rd at US-1.,2940,Highway 1 S,L,Elgin,Kershaw,SC,29045-9093,US,US/Eastern,KCDN,2018-12-27 09:35:00,44.6,40.7,61,30.46,10,NE,6.9,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-274493,MapQuest,201,2,2016-10-25 09:04:09,2016-10-25 09:33:57,29.733227,-95.350159,NA,NA,0,Accident on McGowen St at Canfield St.,3432,McGowen St,R,Houston,Harris,TX,77004-2156,US,US/Central,KMCJ,2016-10-25 09:15:00,69.8,NA,78,30.19,10,North,4.6,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1341220,MapQuest,201,3,2019-02-08 23:55:45,2019-02-09 00:25:23,47.579956,-122.180916,NA,NA,0,Left lane blocked due to accident on I-405 Southbound at Exit 11 I-90.,NA,I-90 W,R,Bellevue,King,WA,98006,US,US/Pacific,KRNT,2019-02-08 23:53:00,30,26.5,88,29.68,0.5,Variable,3.5,0.02,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1521489,MapQuest,201,2,2018-11-14 11:32:44,2018-11-14 12:25:00,40.717865,-80.104805,NA,NA,0,Accident on US-19 at Manor Rd.,100,Manor Rd,L,Cranberry Township,Butler,PA,16066-3006,US,US/Eastern,KBTP,2018-11-14 11:56:00,30.9,25.2,61,30.58,10,Variable,5.8,NA,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1350202,MapQuest,201,3,2019-02-13 14:09:58,2019-02-13 14:39:43,37.90374,-122.312622,NA,NA,0,#1 lane blocked due to accident on I-80 Westbound before Exit 14A Central Ave.,NA,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2019-02-13 13:53:00,53.1,NA,89,29.5,2.5,Calm,NA,0.06,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2514364,Bing,NA,2,2016-12-08 18:22:09,2016-12-09 00:22:09,42.15422,-88.13606,42.15422,-88.13542,0.033,At IL-59 - Accident.,100, N Hough St,L,Barrington,Lake,IL,60010-3009,US,US/Central,KPWK,2016-12-08 18:52:00,24.1,13.1,69,30.42,10,WNW,11.5,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1847459,MapQuest,201,2,2018-06-25 10:37:43,2018-06-25 11:22:21,35.526367,-97.565613,NA,NA,0,Accident on OK-3A Expressway Westbound at May Ave.,NA,N May Ave,R,Oklahoma City,Oklahoma,OK,73112,US,US/Central,KPWA,2018-06-25 10:53:00,72,NA,84,29.96,10,WSW,12.7,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1733511,MapQuest,201,2,2018-08-24 07:47:09,2018-08-24 08:16:50,36.170258,-86.601357,NA,NA,0,Accident on TN-45 Old Hickory Blvd at I-40.,NA,I-40 W,R,Hermitage,Davidson,TN,37076,US,US/Central,KBNA,2018-08-24 07:53:00,66,NA,78,30.1,9,SSE,4.6,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1926637,MapQuest,201,2,2018-04-02 17:00:32,2018-04-02 17:30:04,32.285248,-110.932831,NA,NA,0,Accident on River Rd Eastbound at Hacienda del Sol.,2598,E River Rd,R,Tucson,Pima,AZ,85718-6524,US,US/Mountain,KDMA,2018-04-02 17:00:00,84.2,NA,5,29.63,10,WSW,13.8,NA,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3229419,Bing,NA,2,2018-12-28 18:15:44,2018-12-28 22:15:44,45.389866,-122.409684,45.389543,-122.408423,0.065,At SE Amisigger Rd - Accident.,24741, Clackamas Hwy,R,Boring,Clackamas,OR,97009-8154,US,US/Pacific,KTTD,2018-12-28 17:53:00,45,43.5,90,30.35,5,NE,3.5,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1124751,MapQuest,201,2,2019-06-18 08:00:11,2019-06-18 09:50:08,30.359076,-91.008545,NA,NA,0,Left lane blocked due to accident on US-61 Airline Hwy Southbound at LA-42 Highland Rd. No recent updates.,14999,Airline Hwy,L,Baton Rouge,East Baton Rouge,LA,70817-7304,US,US/Central,KBTR,2019-06-18 07:53:00,79,79,88,29.86,10,CALM,0,0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-671517,MapQuest,201,3,2020-01-22 17:28:24,2020-01-22 19:18:22,39.704941,-86.109802,NA,NA,0.889999985695,Entry ramp to I-65 Southbound at Exits 53A 53B from I-465 clockwise lane blocked due to accident.,NA,I-65 S,R,Indianapolis,Marion,IN,46227,US,US/Eastern,KIND,2020-01-22 17:54:00,33,27,59,29.38,10,SE,7,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-586251,MapQuest,201,2,2020-03-09 09:23:43,2020-03-09 10:55:52,35.493275,-97.577789,NA,NA,0,Accident on 23rd St Northbound at I-44 Exit 122.,3473,NW 23rd St,R,Oklahoma City,Oklahoma,OK,73107-1803,US,US/Central,KPWA,2020-03-09 09:53:00,61,61,87,28.57,10,SSW,20,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-597167,MapQuest,201,2,2020-03-16 05:47:30,2020-03-16 07:56:15,33.448372,-112.047768,NA,NA,0,Accident pedestrian involved on Washington St at 16th St.,2,N 16th St,L,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,2020-03-16 05:51:00,58,58,65,28.78,10,SSE,5,0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Day,Day
A-1892047,MapQuest,201,2,2018-05-15 20:42:18,2018-05-15 21:12:09,29.833651,-95.504745,NA,NA,0,Accident on 43rd St at Hempstead Rd.,NA,Hempstead Rd,R,Houston,Harris,TX,77092,US,US/Central,KMCJ,2018-05-15 20:35:00,82.4,NA,51,29.89,10,South,5.8,NA,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Day,Day
A-110589,MapQuest,222,3,2016-05-30 15:23:07,2016-05-30 16:08:07,33.835209,-117.247612,NA,NA,0.01,Queueing traffic due to accident on I-215 Northbound near Exit 19 Nuevo Rd. On the median.,NA,I-215 N,R,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2016-05-30 14:58:00,77,NA,45,29.9,10,NNW,9.2,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2046122,MapQuest,201,2,2018-03-30 06:19:02,2018-03-30 06:48:00,38.565922,-121.33519,NA,NA,2.05999994278,Entry ramp to US-50 Eastbound from Bradshaw Rd Northbound restrictions on entry ramp due to accident.,9654,Greensboro Cir,L,Sacramento,Sacramento,CA,95827-2721,US,US/Pacific,KMHR,2018-03-30 05:45:00,51.8,NA,82,30.05,10,Calm,NA,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1272430,MapQuest,201,3,2019-03-07 07:56:29,2019-03-07 08:25:34,36.843529,-76.210297,NA,NA,0,Left inside lane blocked due to accident on I-264 Westbound at I-64.,NA,N Military Hwy,R,Norfolk,Norfolk,VA,23502,US,US/Eastern,KORF,2019-03-07 07:51:00,34,28.8,56,30.39,10,South,5.8,NA,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3246172,Bing,NA,3,2018-11-25 23:28:21,2018-11-25 23:57:45,42.059165,-88.040318,42.059694,-88.044519,0.219,At I-290/IL-53 - Accident.,NA,Jane Addams Memorial Tollway W,R,Schaumburg,Cook,IL,60173,US,US/Central,KPWK,2018-11-25 23:30:00,34,24.2,89,29.63,1,NNE,15,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1633146,MapQuest,201,2,2018-09-06 12:34:23,2018-09-06 13:04:13,28.543545,-82.381172,NA,NA,0,Accident on Twigg St at Public St.,NA,Public St,R,Brooksville,Hernando,FL,34601,US,US/Eastern,KBKV,2018-09-06 12:53:00,90,NA,59,30.06,10,ENE,10.4,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-830319,MapQuest,201,2,2019-10-18 17:08:32,2019-10-18 18:23:15,31.742599,-106.301682,NA,NA,0,Accident on Pendale Rd at George Dieter Dr.,NA,Pendale Rd,R,El Paso,El Paso,TX,79936,US,US/Mountain,KELP,2019-10-18 17:31:00,77,77,29,25.92,10,WNW,14,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-933686,MapQuest,201,2,2019-09-18 10:40:30,2019-09-18 11:40:07,35.003201,-82.011749,NA,NA,0,Accident on Willowood Dr near Willow Run Ter.,1,Willow Run Ter,R,Spartanburg,Spartanburg,SC,29303-7567,US,US/Eastern,KSPA,2019-09-18 10:35:00,68,68,83,29.29,10,CALM,0,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3449564,Bing,NA,4,2019-04-23 10:06:23,2019-04-23 10:36:18,34.282944,-77.963595,34.275872,-77.959461,0.543,Closed at US-17/US-421 - Road closed due to accident.,3213, US Highway 421 N,L,Wilmington,New Hanover,NC,28401-9013,US,US/Eastern,KILM,2019-04-23 09:53:00,71,71,53,30.1,10,W,6,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-509706,MapQuest,201,2,2017-07-19 16:28:47,2017-07-19 16:58:16,30.26243,-97.741074,NA,NA,0,Accident on Cesar Chavez St Eastbound at Trinity St.,103,Trinity St,R,Austin,Travis,TX,78701,US,US/Central,KATT,2017-07-19 16:51:00,97,NA,34,30.01,10,ESE,5.8,NA,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-580813,MapQuest,343,3,2020-03-05 09:05:12,2020-03-05 11:01:33,41.497253,-95.11792,NA,NA,0,Right lane blocked due to earlier accident on I-80 Westbound after CR-M56 560th St.,NA,560th St,R,Marne,Cass,IA,51552,US,US/Central,KAIO,2020-03-05 09:15:00,45,35,46,28.84,10,WNW,26,0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-976473,MapQuest,201,3,2019-09-13 19:09:36,2019-09-13 19:39:03,39.290764,-84.442436,NA,NA,0,Right lane blocked due to accident on I-275 Eastbound at Exits 43A 43B I-75 Exit 16.,NA,I-275 W,R,Cincinnati,Hamilton,OH,45246,US,US/Eastern,KHAO,2019-09-13 18:53:00,89,89,45,29.4,10,WSW,9,0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2011453,MapQuest,201,2,2018-03-14 12:28:11,2018-03-14 12:57:55,36.155067,-95.922493,NA,NA,0,Accident on 4th Pl at Yale Ave.,412,S Yale Ave,R,Tulsa,Tulsa,OK,74112-1446,US,US/Central,KTUL,2018-03-14 12:53:00,57.9,NA,20,30.27,10,Variable,6.9,NA,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1806166,MapQuest,201,2,2018-06-04 13:36:52,2018-06-04 14:06:30,41.126816,-78.75312,NA,NA,0,Accident on PA-255 Dubois Ave Southbound at College Pl.,1,College Pl,L,Du Bois,Clearfield,PA,15801-2549,US,US/Eastern,KDUJ,2018-06-04 13:53:00,63,NA,70,29.81,10,West,18.4,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2522027,Bing,NA,3,2017-01-03 14:13:47,2017-01-03 20:13:47,38.95333,-76.72781,38.9553,-76.71,0.967,At US-301/MD-3/Exit 13 - Accident.,NA,John Hanson Hwy E,R,Bowie,Prince George's,MD,20716,US,US/Eastern,KCGS,2017-01-03 14:23:00,42.8,NA,93,29.68,5,Calm,NA,NA,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2553115,Bing,NA,2,2016-08-05 16:32:06,2016-08-05 22:32:06,42.246186,-88.127356,42.246638,-88.128983,0.089,At W Ivanhoe Rd - Accident.,26401, N US Highway 12,L,Wauconda,Lake,IL,60084,US,US/Central,KPWK,2016-08-05 16:52:00,84.9,NA,44,29.88,10,Variable,5.8,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-527990,MapQuest,222,3,2020-05-06 17:02:35,2020-05-06 20:25:56,45.36797,-93.973557,NA,NA,16.0799999237,Queueing traffic due to accident on I-94 Westbound between Exit 193 MN-25 and Exit 183 CR-8 Elder Ave.,NA,County Road 8 NW,R,Monticello,Wright,MN,55362,US,US/Central,KMGG,2020-05-06 16:55:00,65,65,28,29,10,NNW,10,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3254404,Bing,NA,2,2018-10-10 07:48:00,2018-10-10 11:48:00,41.540344,-81.626311,41.540329,-81.626342,0.002,At MLK Drive - Accident.,NA,I-90 W,R,Cleveland,Cuyahoga,OH,44108,US,US/Eastern,KBKL,2018-10-10 07:53:00,70,NA,76,29.96,10,SSE,10.4,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2058362,MapQuest,241,3,2018-02-05 17:59:02,2018-02-05 18:28:22,34.026855,-117.119331,NA,NA,0,#1 lane blocked due to accident on I-10 Eastbound near Exit 83 Yucaipa Blvd.,NA,Yucaipa Blvd,R,Redlands,San Bernardino,CA,92373,US,US/Pacific,KSBD,2018-02-05 17:50:00,73.4,NA,29,29.91,6,WSW,5.8,NA,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-54555,MapQuest,201,3,2016-12-07 10:49:09,2016-12-07 11:26:00,34.067413,-117.53096,NA,NA,0.01,Accident on I-10 Westbound after Etiwanda Ave.,NA,I-10 W,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2016-12-07 10:53:00,55.9,NA,64,30.09,10,South,5.8,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2346464,MapQuest,201,2,2017-09-01 14:00:44,2017-09-01 14:59:44,35.29496,-80.744904,NA,NA,0,Accident on Chancellor Park Dr near NC-49 University City Blvd.,NA,Chancellor Park Dr,R,Charlotte,Mecklenburg,NC,28213,US,US/Eastern,KJQF,2017-09-01 13:50:00,82.4,NA,74,29.98,10,SSE,5.8,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-298873,MapQuest,245,2,2016-09-05 09:22:46,2016-09-05 09:52:46,29.56114,-95.690742,NA,NA,0,Two lanes blocked and right hand shoulder blocked due to accident on US-59 Southwest Fwy Southbound at TX-99 Grand Pkwy.,NA,W Grand Pkwy S,R,Sugar Land,Fort Bend,TX,77479,US,US/Central,KSGR,2016-09-05 08:53:00,82,NA,85,30.05,10,SSE,6.9,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1307085,MapQuest,201,3,2019-03-26 10:21:32,2019-03-26 11:51:24,33.79055,-118.281944,NA,NA,0,Accident on I-110 Northbound at Exit 4 CA-1 Pacific Coast Hwy.,NA,Harbor Fwy N,R,Wilmington,Los Angeles,CA,90744,US,US/Pacific,KTOA,2019-03-26 10:47:00,62.6,NA,68,30.05,10,West,6.9,NA,Scattered Clouds,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-690763,MapQuest,245,3,2020-02-02 13:24:12,2020-02-02 14:54:58,41.624096,-87.679626,NA,NA,0,Two lanes blocked due to accident on I-57 Northbound at Exit 350 IL-83 147th St.,NA,I-57 N,R,Posen,Cook,IL,60469,US,US/Central,KIGQ,2020-02-02 13:15:00,56,56,49,28.91,10,W,15,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1238335,MapQuest,201,2,2019-04-17 08:52:25,2019-04-17 10:07:09,40.316509,-80.040848,NA,NA,0,Accident on Logan Rd at Oneill Dr.,1063,Logan Rd,L,Bethel Park,Allegheny,PA,15102-2474,US,US/Eastern,KAGC,2019-04-17 08:53:00,60,60,60,28.7,10,CALM,0,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1753967,MapQuest,201,3,2018-07-05 06:33:39,2018-07-05 07:03:06,28.510101,-81.397041,NA,NA,0,Right lane blocked due to accident on I-4 Eastbound at Exits 80 80A 80B US-441 Orange Blossom Trl.,NA,S Orange Blossom Trl,R,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2018-07-05 06:53:00,75,NA,94,30.14,3,Calm,NA,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2069368,MapQuest,201,2,2018-02-09 14:22:45,2018-02-09 14:52:33,38.204899,-120.69738,NA,NA,0,Accident on CA-12 Saint Charles St at CA-49 Saint Charles St.,NA,W Saint Charles St,R,San Andreas,Calaveras,CA,95249,US,US/Pacific,KO22,2018-02-09 14:35:00,71.6,NA,41,30.04,10,WSW,6.9,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-785373,MapQuest,201,2,2019-12-16 07:06:11,2019-12-16 08:35:22,41.973701,-88.150299,NA,NA,0,Accident on CR-29 Greenbrook Blvd at County Farm Rd.,NA,County Farm Rd,R,Hanover Park,DuPage,IL,60133,US,US/Central,KDPA,2019-12-16 06:52:00,25,17,81,29.36,8,N,7,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-298507,MapQuest,201,2,2016-09-02 09:16:08,2016-09-02 09:46:08,29.784575,-95.544006,NA,NA,0,Accident on Gessner Rd at Katy Fwy.,NA,Katy Tollway,R,Houston,Harris,TX,77043,US,US/Central,KMCJ,2016-09-02 09:15:00,82.4,NA,70,29.93,8,North,6.9,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-575998,MapQuest,201,2,2020-06-18 10:51:40,2020-06-18 12:07:56,43.098389,-79.050713,NA,NA,0,Accident on Portage Rd at Elmwood Ave.,1001,Elmwood Ave,R,Niagara Falls,Niagara,NY,14301,US,US/Eastern,KIAG,2020-06-18 10:53:00,79,79,42,29.49,10,CALM,0,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117269,MapQuest,201,3,2016-12-08 17:24:36,2016-12-08 18:08:13,27.294338,-80.417816,NA,NA,0.01,Right lane blocked due to accident on I-95 Southbound before Exit 120 / Crosstown Pkwy.,NA,Crosstown Pkwy,R,Port Saint Lucie,St. Lucie,FL,34986,US,US/Eastern,KFPR,2016-12-08 17:53:00,68,NA,87,30.11,10,North,3.5,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1061172,MapQuest,201,3,2019-07-30 16:25:30,2019-07-30 17:27:20,34.405849,-80.994797,NA,NA,7.55000019073,Accident on I-77 Southbound from Exit 46 Camp Welfare Rd to Exit 41 SC-41 Old River Rd.,NA,I-77 S,R,Winnsboro,Fairfield,SC,29180,US,US/Eastern,KFDW,2019-07-30 16:35:00,91,91,29,29.39,10,ESE,3,NA,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1925060,MapQuest,201,2,2018-04-02 17:28:16,2018-04-02 17:57:54,39.893349,-76.96067,NA,NA,0,Accident on US-30 Lincoln Hwy at US-30 Lincoln Hwy / Protectory Rd.,NA,Moulstown Rd,R,Abbottstown,York,PA,17301,US,US/Eastern,KTHV,2018-04-02 17:15:00,44.1,40.1,65,30.12,10,NNW,6.9,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2671465,Bing,NA,2,2017-05-05 15:55:12,2017-05-05 21:55:12,33.65732,-84.43362,33.66088,-84.42835,0.39,At Virginia Ave/Exit 73 - Accident.,NA,GA-403 N,R,Atlanta,Fulton,GA,30344,US,US/Eastern,KATL,2017-05-05 15:52:00,52,NA,86,29.63,10,West,15,0,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1248502,MapQuest,201,2,2019-04-23 11:44:26,2019-04-23 12:14:15,42.40807,-73.6912,NA,NA,0,Restrictions due to accident on NY-9H Northbound at US-9 Kinderhook St.,3211,State Route 9H,R,Valatie,Columbia,NY,12184-5415,US,US/Eastern,KPSF,2019-04-23 11:54:00,66,66,42,28.65,10,WNW,8,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1403695,MapQuest,201,2,2019-01-15 06:42:51,2019-01-15 07:42:38,34.980202,-82.075539,NA,NA,0,Accident on John Dodd Rd at Simmons Dr.,1801,John Dodd Rd,R,Wellford,Spartanburg,SC,29385-9752,US,US/Eastern,KGSP,2019-01-15 06:53:00,39,35.7,73,30.2,10,NNE,4.6,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-943004,MapQuest,201,2,2019-09-24 06:31:50,2019-09-24 07:31:32,33.573559,-84.342163,NA,NA,0,Accident on GA-54 Jonesboro Rd Westbound at Southlake Pkwy. Police in attendance.,1473,Southlake Pkwy,L,Morrow,Clayton,GA,30260-2335,US,US/Eastern,KATL,2019-09-24 06:52:00,74,74,68,28.87,10,WNW,7,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3219104,Bing,NA,2,2018-12-12 08:44:20,2018-12-12 09:13:44,35.886843,-78.525154,35.885346,-78.526825,0.139,Between Darton Way and Louisburg Rd - Accident. Right lane blocked.,8169, Louisburg Rd,L,Wake Forest,Wake,NC,27587-8148,US,US/Eastern,KLHZ,2018-12-12 08:40:00,35.6,NA,60,30.25,10,North,NA,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1991178,MapQuest,201,2,2018-03-03 16:20:17,2018-03-03 16:49:58,37.301773,-121.876831,NA,NA,0,One lane blocked due to accident on CA-87 Southbound at County Hwy-G8 Almaden Expy.,NA,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2018-03-03 15:53:00,48.9,NA,74,30.04,10,East,4.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2505847,Bing,NA,3,2016-08-22 10:15:15,2016-08-22 16:15:15,29.69662,-95.52169,29.698506,-95.519559,0.183,At Fondren Rd/Bellaire Blvd - Accident.,NA,US-59 N,R,Houston,Harris,TX,77074,US,US/Central,KMCJ,2016-08-22 09:35:00,86,NA,74,30.05,9,Calm,NA,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-447782,MapQuest,201,3,2017-05-23 07:33:39,2017-05-23 08:03:02,40.657364,-73.807449,NA,NA,0.00999999977648,Accident school bus involved on I-678 Van Wyck Expy Northbound at Exit 1A.,NA,Federal Cir,R,Jamaica,Queens,NY,11430,US,US/Eastern,KJFK,2017-05-23 07:51:00,61,NA,81,29.96,10,Variable,6.9,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
